Pcp_File_Version=4
    3
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -1.500000e+001  1.000000e+000  1.000000e+000
    3 -1.500000e+002  1.000000e+000  1.000000e+000
  151    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -1.000000e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.000000e+000 -9.933334e+001    1    1  9.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.000000e+000 -9.866666e+001    1    1  9.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.000000e+000 -9.800000e+001    1    1  8.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -4.000000e+000 -9.733334e+001    1    1  8.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -5.000000e+000 -9.666666e+001    1    1  7.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -6.000000e+000 -9.600000e+001    1    1  7.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -7.000000e+000 -9.533334e+001    1    1  6.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -8.000000e+000 -9.466666e+001    1    1  6.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -9.000000e+000 -9.400000e+001    1    1  5.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.000000e+001 -9.333334e+001    1    1  5.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.100000e+001 -9.266666e+001    1    1  4.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.200000e+001 -9.200000e+001    1    1  4.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.300000e+001 -9.133334e+001    1    1  3.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.400000e+001 -9.066666e+001    1    1  3.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.500000e+001 -9.000000e+001    1    1  2.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.600000e+001 -8.933334e+001    1    1  2.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.700000e+001 -8.866666e+001    1    1  1.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.800000e+001 -8.800000e+001    1    1  1.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.900000e+001 -8.733334e+001    1    1  5.000000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.000000e+001 -8.666666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.100000e+001 -8.600000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.200000e+001 -8.533334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.300000e+001 -8.466666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.400000e+001 -8.400000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.500000e+001 -8.333334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -2.600000e+001 -8.266666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -2.700000e+001 -8.200000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -2.800000e+001 -8.133334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -2.900000e+001 -8.066666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -3.000000e+001 -8.000000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -3.100000e+001 -7.933334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -3.200000e+001 -7.866666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -3.300000e+001 -7.800000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -3.400000e+001 -7.733334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -3.500000e+001 -7.666666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -3.600000e+001 -7.600000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -3.700000e+001 -7.533334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -3.800000e+001 -7.466666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -3.900000e+001 -7.400000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -4.000000e+001 -7.333334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -4.100000e+001 -7.266666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -4.200000e+001 -7.200000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -4.300000e+001 -7.133334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -4.400000e+001 -7.066666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -4.500000e+001 -7.000000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -4.600000e+001 -6.933334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -4.700000e+001 -6.866666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -4.800000e+001 -6.800000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -4.900000e+001 -6.733334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -5.000000e+001 -6.666666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   52 -5.100000e+001 -6.600000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   53 -5.200000e+001 -6.533334e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   54 -5.300000e+001 -6.466666e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   55 -5.400000e+001 -6.400000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   56 -5.500000e+001 -6.333333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   57 -5.600000e+001 -6.266667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   58 -5.700000e+001 -6.200000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   59 -5.800000e+001 -6.133333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   60 -5.900000e+001 -6.066667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   61 -6.000000e+001 -6.000000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   62 -6.100000e+001 -5.933333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   63 -6.200000e+001 -5.866667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   64 -6.300000e+001 -5.800000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   65 -6.400000e+001 -5.733333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   66 -6.500000e+001 -5.666667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   67 -6.600000e+001 -5.600000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   68 -6.700000e+001 -5.533333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   69 -6.800000e+001 -5.466667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   70 -6.900000e+001 -5.400000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   71 -7.000000e+001 -5.333333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   72 -7.100000e+001 -5.266667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   73 -7.200000e+001 -5.200000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   74 -7.300000e+001 -5.133333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   75 -7.400000e+001 -5.066667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   76 -7.500000e+001 -5.000000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   77 -7.600000e+001 -4.933333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   78 -7.700000e+001 -4.866667e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   79 -7.800000e+001 -4.800000e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   80 -7.900000e+001 -4.733333e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
