

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

     1.00000  0.000000E+00  0.000000E+00  0.542074E-07  0.000000E+00 -0.144393E+01   -107.157    -98.505      0.000       1
     2.00000  0.577442E-02  0.880248E-02  0.566432E-02  0.880248E-02 -0.193953E+01   -112.315   -103.242      0.000       2
     3.00000  0.577442E-02  0.880248E-02  0.588423E-02  0.880248E-02 -0.227336E+01   -115.716   -106.919      0.000       3
     4.00000  0.238535E-01  0.516059E-01  0.228930E-01  0.516059E-01 -0.252787E+01   -123.060   -112.595      0.000       4
     5.00000 -0.826146E+00  0.516059E-01 -0.827105E+00  0.516059E-01 -0.273734E+01    -69.194    -76.624      0.000       5
     6.00000 -0.826146E+00  0.516059E-01 -0.827106E+00  0.516059E-01 -0.291438E+01    -98.914    -92.070      0.000       6
     7.00000 -0.826146E+00  0.516059E-01 -0.827106E+00  0.516059E-01 -0.309489E+01   -107.707    -99.818      0.000       7
     8.00000 -0.826146E+00  0.516059E-01 -0.827106E+00  0.516059E-01 -0.327878E+01   -113.548   -105.286      0.000       8
     9.00000 -0.127615E+01  0.516059E-01 -0.127711E+01  0.516059E-01 -0.345811E+01    -83.907    -87.991      0.000       9
    10.00000 -0.132615E+01  0.516059E-01 -0.132711E+01  0.516059E-01 -0.362702E+01   -102.515    -96.954      0.000      10
    11.00000 -0.165157E+01  0.585763E-01 -0.165253E+01  0.585763E-01 -0.379383E+01    -87.994    -89.413      0.000      11
    12.00000 -0.165157E+01  0.585763E-01 -0.165245E+01  0.585763E-01 -0.396442E+01   -106.773    -99.308      0.000      12
    13.00000 -0.165157E+01  0.585763E-01 -0.165245E+01  0.585763E-01 -0.413626E+01   -113.371   -105.233      0.000      13
    14.00000 -0.235157E+01  0.585763E-01 -0.235245E+01  0.585763E-01 -0.430467E+01    -72.979    -79.000      0.000      14
    15.00000 -0.239157E+01  0.585763E-01 -0.239245E+01  0.585763E-01 -0.446896E+01    -97.857    -92.001      0.000      15
    16.00000 -0.239157E+01  0.585763E-01 -0.239245E+01  0.585763E-01 -0.464687E+01   -107.885    -99.968      0.000      16
    17.00000 -0.237776E+01  0.796422E-01 -0.237915E+01  0.796422E-01 -0.483210E+01   -115.837   -106.654      0.000      17
    18.00000 -0.237776E+01  0.796422E-01 -0.237863E+01  0.796422E-01 -0.500881E+01   -119.638   -110.858      0.000      18
    19.00000 -0.237776E+01  0.796422E-01 -0.237863E+01  0.796422E-01 -0.516361E+01   -122.737   -113.929      0.000      19
    20.00000 -0.325776E+01  0.796422E-01 -0.325863E+01  0.796422E-01 -0.530810E+01    -68.752    -76.743      0.000      20
    21.00000 -0.348775E+01  0.796422E-01 -0.348863E+01  0.796422E-01 -0.544089E+01    -85.522    -84.143      0.000      21
    22.00000 -0.347099E+01  0.105191E+00 -0.347219E+01  0.105191E+00 -0.559511E+01   -105.043    -96.662      0.000      22
    23.00000 -0.352099E+01  0.105191E+00 -0.352218E+01  0.105191E+00 -0.577376E+01   -106.597   -100.526      0.000      23
    24.00000 -0.494955E+01  0.137882E+00 -0.495074E+01  0.137882E+00 -0.596245E+01    -53.469    -59.541      0.000      24
    25.00000 -0.561882E+01  0.138990E+00 -0.562001E+01  0.138990E+00 -0.616814E+01    -62.658    -63.166      0.000      25
    26.00000 -0.599882E+01  0.138990E+00 -0.600001E+01  0.138990E+00 -0.646964E+01    -71.033    -69.334      0.000      26
    27.00000 -0.645882E+01  0.138990E+00 -0.646001E+01  0.138990E+00 -0.688425E+01    -70.042    -69.408      0.000      27
    28.00000 -0.644382E+01  0.161865E+00 -0.644558E+01  0.161865E+00 -0.733161E+01    -91.144    -83.285      0.000      28
